releasedate,release,releaseyear,releasemonth,releaseday,releasehour,releaseminute,coveredyear,coveredperiod,freq
2009-03-03 10:00:00,International Comparisons of Manufacturing Productivity and Unit Labor Cost Trends,2009,3,3,10,0,2007,1,1
2009-03-05 08:30:00,Productivity and Costs,2009,3,5,8,30,2008,4,4
2009-03-06 08:30:00,Employment Situation,2009,3,6,8,30,2009,2,12
2009-03-06 08:30:00,Employment Situation,2009,3,6,8,30,2009,2,12
2009-03-10 10:00:00,Job Openings and Labor Turnover Survey,2009,3,10,10,0,2009,1,12
2009-03-11 10:00:00,Regional and State Employment and Unemployment,2009,3,11,10,0,2009,1,12
2009-03-12 10:00:00,Employer Costs for Employee Compensation,2009,3,12,10,0,2008,12,12
2009-03-13 08:30:00,U.S. Import and Export Price Indexes,2009,3,13,8,30,2009,2,12
2009-03-17 08:30:00,Producer Price Index,2009,3,17,8,30,2009,2,12
2009-03-18 08:30:00,Consumer Price Index,2009,3,18,8,30,2009,2,12
2009-03-18 08:30:00,Real Earnings,2009,3,18,8,30,2009,2,12
2009-03-19 10:00:00,Metropolitan Area Employment and Unemployment,2009,3,19,10,0,2009,1,12
2009-03-20 10:00:00,Employment Situation of Veterans,2009,3,20,10,0,2008,1,1
2009-03-20 10:00:00,Mass Layoffs,2009,3,20,10,0,2009,2,12
2009-03-25 10:00:00,Multifactor Productivity Trends,2009,3,25,10,0,2007,1,1
2009-03-26 10:00:00,International Comparisons of Hourly Compensation Costs in Manufacturing,2009,3,26,10,0,2007,1,1
2009-03-26 10:00:00,Labor Force Characteristics of Foreign-born Workers,2009,3,26,10,0,2008,1,1
2009-03-27 10:00:00,Regional and State Employment and Unemployment,2009,3,27,10,0,2009,2,12
2009-04-01 10:00:00,Metropolitan Area Employment and Unemployment,2009,4,1,10,0,2009,2,12
2009-04-03 08:30:00,Employment Situation,2009,4,3,8,30,2009,3,12
2009-04-03 08:30:00,Employment Situation,2009,4,3,8,30,2009,3,12
2009-04-07 10:00:00,Job Openings and Labor Turnover Survey,2009,4,7,10,0,2009,2,12
2009-04-08 10:00:00,County Employment and Wages,2009,4,8,10,0,2008,3,4
2009-04-09 08:30:00,U.S. Import and Export Price Indexes,2009,4,9,8,30,2009,3,12
2009-04-14 08:30:00,Producer Price Index,2009,4,14,8,30,2009,3,12
2009-04-15 08:30:00,Consumer Price Index,2009,4,15,8,30,2009,3,12
2009-04-15 08:30:00,Real Earnings,2009,4,15,8,30,2009,3,12
2009-04-16 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2009,4,16,10,0,2009,1,4
2009-04-17 10:00:00,Regional and State Employment and Unemployment,2009,4,17,10,0,2009,3,12
2009-04-23 10:00:00,Mass Layoffs,2009,4,23,10,0,2009,3,12
2009-04-28 10:00:00,College Enrollment and Work Activity of High School Graduates,2009,4,28,10,0,2008,1,1
2009-04-29 10:00:00,Metropolitan Area Employment and Unemployment,2009,4,29,10,0,2009,3,12
2009-04-30 08:30:00,Employment Cost Index,2009,4,30,8,30,2009,1,4
2009-05-01 10:00:00,Occupational Employment and Wages,2009,5,1,10,0,2008,1,1
2009-05-06 10:00:00,Multifactor Productivity Trends,2009,5,6,10,0,2008,1,1
2009-05-07 08:30:00,Productivity and Costs,2009,5,7,8,30,2009,1,4
2009-05-08 08:30:00,Employment Situation,2009,5,8,8,30,2009,4,12
2009-05-08 08:30:00,Employment Situation,2009,5,8,8,30,2009,4,12
2009-05-12 10:00:00,Extended Mass Layoffs,2009,5,12,10,0,2009,1,4
2009-05-12 10:00:00,Job Openings and Labor Turnover Survey,2009,5,12,10,0,2009,3,12
2009-05-13 08:30:00,U.S. Import and Export Price Indexes,2009,5,13,8,30,2009,4,12
2009-05-14 08:30:00,Producer Price Index,2009,5,14,8,30,2009,4,12
2009-05-15 08:30:00,Consumer Price Index,2009,5,15,8,30,2009,4,12
2009-05-15 08:30:00,Real Earnings,2009,5,15,8,30,2009,4,12
2009-05-19 10:00:00,Quarterly Data Series on Business Employment Dynamics,2009,5,19,10,0,2008,3,4
2009-05-20 10:00:00,Productivity and Costs by Industry: Selected Service-Providing and Mining Industries,2009,5,20,10,0,2007,1,1
2009-05-22 10:00:00,Mass Layoffs,2009,5,22,10,0,2009,4,12
2009-05-22 10:00:00,Regional and State Employment and Unemployment,2009,5,22,10,0,2009,4,12
2009-05-25 00:00:00,Memorial Day,2009,5,25,0,0,2099,0,0
2009-05-27 10:00:00,Employment Characteristics of Families,2009,5,27,10,0,2008,1,1
2009-06-03 10:00:00,Metropolitan Area Employment and Unemployment,2009,6,3,10,0,2009,4,12
2009-06-04 08:30:00,Productivity and Costs,2009,6,4,8,30,2009,1,4
2009-06-05 08:30:00,Employment Situation,2009,6,5,8,30,2009,5,12
2009-06-05 08:30:00,Employment Situation,2009,6,5,8,30,2009,5,12
2009-06-09 10:00:00,Job Openings and Labor Turnover Survey,2009,6,9,10,0,2009,4,12
2009-06-10 10:00:00,Employer Costs for Employee Compensation,2009,6,10,10,0,2009,3,12
2009-06-12 08:30:00,U.S. Import and Export Price Indexes,2009,6,12,8,30,2009,5,12
2009-06-16 08:30:00,Producer Price Index,2009,6,16,8,30,2009,5,12
2009-06-17 08:30:00,Consumer Price Index,2009,6,17,8,30,2009,5,12
2009-06-17 08:30:00,Real Earnings,2009,6,17,8,30,2009,5,12
2009-06-19 10:00:00,Regional and State Employment and Unemployment,2009,6,19,10,0,2009,5,12
2009-06-23 10:00:00,Mass Layoffs,2009,6,23,10,0,2009,5,12
2009-06-24 10:00:00,American Time Use Survey,2009,6,24,10,0,2008,1,1
2009-06-30 10:00:00,Metropolitan Area Employment and Unemployment,2009,6,30,10,0,2009,5,12
2009-07-02 08:30:00,Employment Situation,2009,7,2,8,30,2009,6,12
2009-07-02 08:30:00,Employment Situation,2009,7,2,8,30,2009,6,12
2009-07-03 00:00:00,Independence Day,2009,7,3,0,0,2099,0,0
2009-07-07 10:00:00,Job Openings and Labor Turnover Survey,2009,7,7,10,0,2009,5,12
2009-07-10 08:30:00,U.S. Import and Export Price Indexes,2009,7,10,8,30,2009,6,12
2009-07-14 08:30:00,Producer Price Index,2009,7,14,8,30,2009,6,12
2009-07-15 08:30:00,Consumer Price Index,2009,7,15,8,30,2009,6,12
2009-07-15 08:30:00,Real Earnings,2009,7,15,8,30,2009,6,12
2009-07-16 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2009,7,16,10,0,2009,2,4
2009-07-17 10:00:00,Regional and State Employment and Unemployment,2009,7,17,10,0,2009,6,12
2009-07-21 10:00:00,County Employment and Wages,2009,7,21,10,0,2008,4,4
2009-07-23 10:00:00,Mass Layoffs,2009,7,23,10,0,2009,6,12
2009-07-24 10:00:00,Occupational Pay Comparisons Among Metropolitan Areas,2009,7,24,10,0,2008,1,1
2009-07-28 10:00:00,Employee Benefits in the United States,2009,7,28,10,0,2009,3,12
2009-07-29 10:00:00,Metropolitan Area Employment and Unemployment,2009,7,29,10,0,2009,6,12
2009-07-31 08:30:00,Employment Cost Index,2009,7,31,8,30,2009,2,4
2009-08-07 08:30:00,Employment Situation,2009,8,7,8,30,2009,7,12
2009-08-07 08:30:00,Employment Situation,2009,8,7,8,30,2009,7,12
2009-08-11 08:30:00,Productivity and Costs,2009,8,11,8,30,2009,2,4
2009-08-12 10:00:00,Extended Mass Layoffs,2009,8,12,10,0,2009,2,4
2009-08-12 10:00:00,Job Openings and Labor Turnover Survey,2009,8,12,10,0,2009,6,12
2009-08-13 08:30:00,U.S. Import and Export Price Indexes,2009,8,13,8,30,2009,7,12
2009-08-14 08:30:00,Consumer Price Index,2009,8,14,8,30,2009,7,12
2009-08-14 08:30:00,Real Earnings,2009,8,14,8,30,2009,7,12
2009-08-18 08:30:00,Producer Price Index,2009,8,18,8,30,2009,7,12
2009-08-19 10:00:00,Quarterly Data Series on Business Employment Dynamics,2009,8,19,10,0,2008,4,4
2009-08-20 10:00:00,Census of Fatal Occupational Injuries,2009,8,20,10,0,2008,1,1
2009-08-21 10:00:00,Mass Layoffs,2009,8,21,10,0,2009,7,12
2009-08-21 10:00:00,Regional and State Employment and Unemployment,2009,8,21,10,0,2009,7,12
2009-08-27 10:00:00,Summer Youth Labor Force,2009,8,27,10,0,2009,1,1
2009-08-28 10:00:00,"Productivity and Costs by Industry: Wholesale and Retail Trade, Food  Services and Drinking Places",2009,8,28,10,0,2008,1,1
2009-09-01 10:00:00,Metropolitan Area Employment and Unemployment,2009,9,1,10,0,2009,7,12
2009-09-02 08:30:00,Productivity and Costs,2009,9,2,8,30,2009,2,4
2009-09-04 08:30:00,Employment Situation,2009,9,4,8,30,2009,8,12
2009-09-04 08:30:00,Employment Situation,2009,9,4,8,30,2009,8,12
2009-09-07 00:00:00,Labor Day,2009,9,7,0,0,2099,0,0
2009-09-09 10:00:00,Job Openings and Labor Turnover Survey,2009,9,9,10,0,2009,7,12
2009-09-10 10:00:00,Employer Costs for Employee Compensation,2009,9,10,10,0,2009,6,12
2009-09-11 08:30:00,U.S. Import and Export Price Indexes,2009,9,11,8,30,2009,8,12
2009-09-15 08:30:00,Producer Price Index,2009,9,15,8,30,2009,8,12
2009-09-16 08:30:00,Consumer Price Index,2009,9,16,8,30,2009,8,12
2009-09-16 08:30:00,Real Earnings,2009,9,16,8,30,2009,8,12
2009-09-18 10:00:00,Regional and State Employment and Unemployment,2009,9,18,10,0,2009,8,12
2009-09-23 10:00:00,Mass Layoffs,2009,9,23,10,0,2009,8,12
2009-09-30 10:00:00,Metropolitan Area Employment and Unemployment,2009,9,30,10,0,2009,8,12
2009-10-02 08:30:00,Employment Situation,2009,10,2,8,30,2009,9,12
2009-10-02 08:30:00,Employment Situation,2009,10,2,8,30,2009,9,12
2009-10-06 10:00:00,Consumer Expenditures Survey,2009,10,6,10,0,2008,1,1
2009-10-09 10:00:00,Job Openings and Labor Turnover Survey,2009,10,9,10,0,2009,8,12
2009-10-12 00:00:00,Columbus Day,2009,10,12,0,0,2099,0,0
2009-10-14 08:30:00,U.S. Import and Export Price Indexes,2009,10,14,8,30,2009,9,12
2009-10-15 08:30:00,Consumer Price Index,2009,10,15,8,30,2009,9,12
2009-10-15 08:30:00,Real Earnings,2009,10,15,8,30,2009,9,12
2009-10-16 10:00:00,County Employment and Wages,2009,10,16,10,0,2009,1,4
2009-10-16 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2009,10,16,10,0,2009,3,4
2009-10-20 08:30:00,Producer Price Index,2009,10,20,8,30,2009,9,12
2009-10-21 10:00:00,Regional and State Employment and Unemployment,2009,10,21,10,0,2009,9,12
2009-10-22 10:00:00,International Comparisons of Manufacturing Productivity and Unit Labor Cost Trends,2009,10,22,10,0,2008,1,1
2009-10-22 10:00:00,Mass Layoffs,2009,10,22,10,0,2009,9,12
2009-10-28 10:00:00,Metropolitan Area Employment and Unemployment,2009,10,28,10,0,2009,9,12
2009-10-29 10:00:00,Occupational Injuries and Illnesses,2009,10,29,10,0,2008,1,1
2009-10-30 08:30:00,Employment Cost Index,2009,10,30,8,30,2009,3,4
2009-11-05 08:30:00,Productivity and Costs,2009,11,5,8,30,2009,3,4
2009-11-06 08:30:00,Employment Situation,2009,11,6,8,30,2009,10,12
2009-11-06 08:30:00,Employment Situation,2009,11,6,8,30,2009,10,12
2009-11-10 10:00:00,Extended Mass Layoffs,2009,11,10,10,0,2009,3,4
2009-11-10 10:00:00,Job Openings and Labor Turnover Survey,2009,11,10,10,0,2009,9,12
2009-11-11 00:00:00,Veterans Day,2009,11,11,0,0,2099,0,0
2009-11-13 08:30:00,U.S. Import and Export Price Indexes,2009,11,13,8,30,2009,10,12
2009-11-17 08:30:00,Producer Price Index,2009,11,17,8,30,2009,10,12
2009-11-17 10:00:00,Report On Quality Changes For 2010 Model Vehicles,2009,11,17,10,0,2010,1,1
2009-11-18 08:30:00,Consumer Price Index,2009,11,18,8,30,2009,10,12
2009-11-18 08:30:00,Real Earnings,2009,11,18,8,30,2009,10,12
2009-11-19 10:00:00,Quarterly Data Series on Business Employment Dynamics,2009,11,19,10,0,2009,1,4
2009-11-20 10:00:00,Mass Layoffs,2009,11,20,10,0,2009,10,12
2009-11-20 10:00:00,Regional and State Employment and Unemployment,2009,11,20,10,0,2009,10,12
2009-11-24 10:00:00,Occupational Injuries and Illnesses by Selected Characteristics,2009,11,24,10,0,2008,1,1
2009-11-26 00:00:00,Thanksgiving Day,2009,11,26,0,0,2099,0,0
2009-12-02 10:00:00,Metropolitan Area Employment and Unemployment,2009,12,2,10,0,2009,10,12
2009-12-03 08:30:00,Productivity and Costs,2009,12,3,8,30,2009,3,4
2009-12-04 08:30:00,Employment Situation,2009,12,4,8,30,2009,11,12
2009-12-04 08:30:00,Employment Situation,2009,12,4,8,30,2009,11,12
2009-12-08 10:00:00,Job Openings and Labor Turnover Survey,2009,12,8,10,0,2009,10,12
2009-12-08 10:00:00,Work Experience of the Population,2009,12,8,10,0,2008,1,1
2009-12-09 10:00:00,Employer Costs for Employee Compensation,2009,12,9,10,0,2009,9,12
2009-12-09 10:00:00,Productivity and Costs by Industry: Manufacturing Industries,2009,12,9,10,0,2007,1,1
2009-12-10 10:00:00,Employment Projections,2009,12,10,10,0,2099,0,0
2009-12-11 08:30:00,U.S. Import and Export Price Indexes,2009,12,11,8,30,2009,11,12
2009-12-15 08:30:00,Producer Price Index,2009,12,15,8,30,2009,11,12
2009-12-16 08:30:00,Consumer Price Index,2009,12,16,8,30,2009,11,12
2009-12-16 08:30:00,Real Earnings,2009,12,16,8,30,2009,11,12
2009-12-17 10:00:00,2010-11  Editions of the Occupational Outlook Handbook and the Career Guide to Industries,2009,12,17,10,0,2099,0,0
2009-12-18 10:00:00,Regional and State Employment and Unemployment,2009,12,18,10,0,2009,11,12
2009-12-22 15:00:00,Mass Layoffs,2009,12,22,15,0,2009,11,12
2009-12-25 00:00:00,Christmas Day,2009,12,25,0,0,2099,0,0
2010-01-05 10:00:00,Metropolitan Area Employment and Unemployment,2010,1,5,10,0,2009,11,12
2010-01-08 08:30:00,Employment Situation,2010,1,8,8,30,2009,12,12
2010-01-08 08:30:00,Employment Situation,2010,1,8,8,30,2009,12,12
2010-01-12 10:00:00,Job Openings and Labor Turnover Survey,2010,1,12,10,0,2009,11,12
2010-01-13 10:00:00,County Employment and Wages,2010,1,13,10,0,2009,2,4
2010-01-14 08:30:00,U.S. Import and Export Price Indexes,2010,1,14,8,30,2009,12,12
2010-01-15 08:30:00,Consumer Price Index,2010,1,15,8,30,2009,12,12
2010-01-15 08:30:00,Real Earnings,2010,1,15,8,30,2009,12,12
2010-01-18 00:00:00,"Birthday of Martin Luther King, Jr.",2010,1,18,0,0,2099,0,0
2010-01-20 08:30:00,Producer Price Index,2010,1,20,8,30,2009,12,12
2010-01-21 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2010,1,21,10,0,2009,4,4
2010-01-22 10:00:00,Regional and State Employment and Unemployment,2010,1,22,10,0,2009,12,12
2010-01-22 10:00:00,Union Membership,2010,1,22,10,0,2009,1,1
2010-01-26 10:00:00,Volunteering in the United States,2010,1,26,10,0,2009,1,1
2010-01-27 10:00:00,Mass Layoffs,2010,1,27,10,0,2009,12,12
2010-01-28 10:00:00,Employment Experience of Youths: Results from a Longitudinal Survey,2010,1,28,10,0,2099,0,0
2010-01-29 08:30:00,Employment Cost Index,2010,1,29,8,30,2009,4,4
2010-02-02 10:00:00,Metropolitan Area Employment and Unemployment,2010,2,2,10,0,2009,12,12
2010-02-04 08:30:00,Productivity and Costs,2010,2,4,8,30,2009,4,4
2010-02-05 08:30:00,Employment Situation,2010,2,5,8,30,2010,1,12
2010-02-05 08:30:00,Employment Situation,2010,2,5,8,30,2010,1,12
2010-02-09 10:00:00,Job Openings and Labor Turnover Survey,2010,2,9,10,0,2009,12,12
2010-02-10 10:00:00,Major Work Stoppages,2010,2,10,10,0,2009,1,1
2010-02-12 10:00:00,Extended Mass Layoffs,2010,2,12,10,0,2009,4,4
2010-02-15 00:00:00,Washington's Birthday,2010,2,15,0,0,2099,0,0
2010-02-17 08:30:00,U.S. Import and Export Price Indexes,2010,2,17,8,30,2010,1,12
2010-02-18 08:30:00,Producer Price Index,2010,2,18,8,30,2010,1,12
2010-02-19 08:30:00,Consumer Price Index,2010,2,19,8,30,2010,1,12
2010-02-19 08:30:00,Real Earnings,2010,2,19,8,30,2010,1,12
2010-02-23 10:00:00,Mass Layoffs,2010,2,23,10,0,2010,1,12
2010-02-23 10:00:00,Quarterly Data Series on Business Employment Dynamics,2010,2,23,10,0,2009,2,4
2010-02-24 10:00:00,Occupational Injuries and Illnesses by Selected Characteristics,2010,2,24,10,0,2008,1,1
2010-02-25 10:00:00,Multifactor Productivity Trends in Manufacturing,2010,2,25,10,0,2007,1,1
2010-03-03 10:00:00,Regional and State Unemployment,2010,3,3,10,0,2009,1,1
2010-03-04 08:30:00,Productivity and Costs,2010,3,4,8,30,2009,4,4
2010-03-05 08:30:00,Employment Situation,2010,3,5,8,30,2010,2,12
2010-03-05 08:30:00,Employment Situation,2010,3,5,8,30,2010,2,12
2010-03-09 10:00:00,Job Openings and Labor Turnover Survey,2010,3,9,10,0,2010,1,12
2010-03-10 10:00:00,Employer Costs for Employee Compensation,2010,3,10,10,0,2009,12,12
2010-03-10 10:00:00,Regional and State Employment and Unemployment,2010,3,10,10,0,2010,1,12
2010-03-12 10:00:00,Employment Situation of Veterans,2010,3,12,10,0,2009,1,1
2010-03-16 08:30:00,U.S. Import and Export Price Indexes,2010,3,16,8,30,2010,2,12
2010-03-17 08:30:00,Producer Price Index,2010,3,17,8,30,2010,2,12
2010-03-18 08:30:00,Consumer Price Index,2010,3,18,8,30,2010,2,12
2010-03-18 08:30:00,Real Earnings,2010,3,18,8,30,2010,2,12
2010-03-19 10:00:00,Labor Force Characteristics of Foreign-born Workers,2010,3,19,10,0,2009,1,1
2010-03-19 10:00:00,Metropolitan Area Employment and Unemployment,2010,3,19,10,0,2010,1,12
2010-03-23 10:00:00,Mass Layoffs,2010,3,23,10,0,2010,2,12
2010-03-26 10:00:00,Regional and State Employment and Unemployment,2010,3,26,10,0,2010,2,12
2010-04-01 10:00:00,County Employment and Wages,2010,4,1,10,0,2009,3,4
2010-04-02 08:30:00,Employment Situation,2010,4,2,8,30,2010,3,12
2010-04-02 08:30:00,Employment Situation,2010,4,2,8,30,2010,3,12
2010-04-06 10:00:00,Job Openings and Labor Turnover Survey,2010,4,6,10,0,2010,2,12
2010-04-07 10:00:00,Metropolitan Area Employment and Unemployment,2010,4,7,10,0,2010,2,12
2010-04-13 08:30:00,U.S. Import and Export Price Indexes,2010,4,13,8,30,2010,3,12
2010-04-14 08:30:00,Consumer Price Index,2010,4,14,8,30,2010,3,12
2010-04-14 08:30:00,Real Earnings,2010,4,14,8,30,2010,3,12
2010-04-15 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2010,4,15,10,0,2010,1,4
2010-04-16 10:00:00,Regional and State Employment and Unemployment,2010,4,16,10,0,2010,3,12
2010-04-22 08:30:00,Producer Price Index,2010,4,22,8,30,2010,3,12
2010-04-23 10:00:00,Mass Layoffs,2010,4,23,10,0,2010,3,12
2010-04-27 10:00:00,College Enrollment and Work Activity of High School Graduates,2010,4,27,10,0,2009,1,1
2010-04-28 10:00:00,Metropolitan Area Employment and Unemployment,2010,4,28,10,0,2010,3,12
2010-04-30 08:30:00,Employment Cost Index,2010,4,30,8,30,2010,1,4
2010-05-06 08:30:00,Productivity and Costs,2010,5,6,8,30,2010,1,4
2010-05-07 08:30:00,Employment Situation,2010,5,7,8,30,2010,4,12
2010-05-07 08:30:00,Employment Situation,2010,5,7,8,30,2010,4,12
2010-05-11 10:00:00,Job Openings and Labor Turnover Survey,2010,5,11,10,0,2010,3,12
2010-05-12 10:00:00,Extended Mass Layoffs,2010,5,12,10,0,2010,1,4
2010-05-13 08:30:00,U.S. Import and Export Price Indexes,2010,5,13,8,30,2010,4,12
2010-05-14 10:00:00,Occupational Employment and Wages,2010,5,14,10,0,2009,1,1
2010-05-18 08:30:00,Producer Price Index,2010,5,18,8,30,2010,4,12
2010-05-19 08:30:00,Consumer Price Index,2010,5,19,8,30,2010,4,12
2010-05-19 08:30:00,Real Earnings,2010,5,19,8,30,2010,4,12
2010-05-20 10:00:00,Quarterly Data Series on Business Employment Dynamics,2010,5,20,10,0,2009,3,4
2010-05-21 10:00:00,Mass Layoffs,2010,5,21,10,0,2010,4,12
2010-05-21 10:00:00,Regional and State Employment and Unemployment,2010,5,21,10,0,2010,4,12
2010-05-27 10:00:00,Employment Characteristics of Families,2010,5,27,10,0,2009,1,1
2010-05-31 00:00:00,Memorial Day,2010,5,31,0,0,2099,0,0
2010-06-02 10:00:00,Metropolitan Area Employment and Unemployment,2010,6,2,10,0,2010,4,12
2010-06-03 08:30:00,Productivity and Costs,2010,6,3,8,30,2010,1,4
2010-06-04 08:30:00,Employment Situation,2010,6,4,8,30,2010,5,12
2010-06-04 08:30:00,Employment Situation,2010,6,4,8,30,2010,5,12
2010-06-08 10:00:00,Job Openings and Labor Turnover Survey,2010,6,8,10,0,2010,4,12
2010-06-09 10:00:00,Employer Costs for Employee Compensation,2010,6,9,10,0,2010,3,12
2010-06-10 10:00:00,"Productivity and Costs by Industry: Manufacturing, Mining, and Selected Service-Providing Industries",2010,6,10,10,0,2008,1,1
2010-06-15 08:30:00,U.S. Import and Export Price Indexes,2010,6,15,8,30,2010,5,12
2010-06-16 08:30:00,Producer Price Index,2010,6,16,8,30,2010,5,12
2010-06-17 08:30:00,Consumer Price Index,2010,6,17,8,30,2010,5,12
2010-06-17 08:30:00,Real Earnings,2010,6,17,8,30,2010,5,12
2010-06-18 10:00:00,Regional and State Employment and Unemployment,2010,6,18,10,0,2010,5,12
2010-06-22 10:00:00,American Time Use Survey,2010,6,22,10,0,2009,1,1
2010-06-24 10:00:00,Mass Layoffs,2010,6,24,10,0,2010,5,12
2010-06-30 10:00:00,Metropolitan Area Employment and Unemployment,2010,6,30,10,0,2010,5,12
2010-07-02 08:30:00,Employment Situation,2010,7,2,8,30,2010,6,12
2010-07-02 08:30:00,Employment Situation,2010,7,2,8,30,2010,6,12
2010-07-05 00:00:00,Independence Day,2010,7,5,0,0,2099,0,0
2010-07-07 10:00:00,County Employment and Wages,2010,7,7,10,0,2009,4,4
2010-07-13 10:00:00,Job Openings and Labor Turnover Survey,2010,7,13,10,0,2010,5,12
2010-07-14 08:30:00,U.S. Import and Export Price Indexes,2010,7,14,8,30,2010,6,12
2010-07-15 08:30:00,Producer Price Index,2010,7,15,8,30,2010,6,12
2010-07-16 08:30:00,Consumer Price Index,2010,7,16,8,30,2010,6,12
2010-07-16 08:30:00,Real Earnings,2010,7,16,8,30,2010,6,12
2010-07-20 10:00:00,Regional and State Employment and Unemployment,2010,7,20,10,0,2010,6,12
2010-07-20 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2010,7,20,10,0,2010,2,4
2010-07-22 10:00:00,Occupational Pay Comparisons Among Metropolitan Areas,2010,7,22,10,0,2009,1,1
2010-07-23 10:00:00,Mass Layoffs,2010,7,23,10,0,2010,6,12
2010-07-27 10:00:00,Employee Benefits in the United States,2010,7,27,10,0,2010,3,12
2010-07-27 10:00:00,Occupational Employment and Wages By Ownership,2010,7,27,10,0,2009,1,1
2010-07-28 10:00:00,Metropolitan Area Employment and Unemployment,2010,7,28,10,0,2010,6,12
2010-07-30 08:30:00,Employment Cost Index,2010,7,30,8,30,2010,2,4
2010-08-06 08:30:00,Employment Situation,2010,8,6,8,30,2010,7,12
2010-08-06 08:30:00,Employment Situation,2010,8,6,8,30,2010,7,12
2010-08-10 08:30:00,Productivity and Costs,2010,8,10,8,30,2010,2,4
